slug,task_idx,task_text,importance,match_source,matched_workbank_task_id,matched_workbank_task,cosine_similarity,desire_mean,capability_mean,zone
anara,4,Enable real-time collaborative annotation and discussion of scientific documents,3,inferred,14744,,0.4934,2.5,3.0,Low-Priority
andon-labs,0,Evaluate AI agent behavior against safety and control specifications in live deployments,5,inferred,14672,,0.3585,3.5,2.5,Yellow
andon-labs,1,Monitor autonomous organization operations to detect unsafe or unintended agent actions,5,inferred,14675,,0.5153,4.0,3.0,Yellow
andon-labs,2,Test AI control mechanisms under real-world conditions to validate effectiveness,5,inferred,15430,,0.4412,3.0,2.5,Yellow
andon-labs,3,Identify failure modes in autonomous pipelines where human oversight breaks down,4,inferred,14675,,0.384,3.0,2.5,Yellow
andon-labs,4,Iteratively scale autonomous operations while applying verified safety constraints,4,inferred,15904,,0.3545,2.5,2.0,Low-Priority
andy-ai,0,Transcribe and document clinical observations from home health nurse visits automatically,5,inferred,786,,0.6312,4.5,4.0,Green
andy-ai,1,Generate structured patient charts from unstructured nurse visit data,5,inferred,16252,,0.6377,4.5,4.0,Green
andy-ai,2,Submit completed clinical documentation to agency billing systems on time,4,inferred,16284,,0.5905,4.5,4.0,Green
andy-ai,3,Capture detailed clinical findings to meet regulatory charting requirements,4,inferred,16252,,0.6528,4.0,3.5,Green
andy-ai,4,Reduce manual data entry burden for nurses completing post-visit paperwork,3,inferred,16284,,0.5549,5.0,4.0,Green
anglera,0,"Enrich e-commerce product listings with attributes, descriptions, and categorizations automatically",5,inferred,15734,,0.5412,4.5,4.5,Green
anglera,1,Onboard new product catalogs into structured data formats at scale,5,inferred,20281,,0.4263,4.5,4.0,Green
anglera,2,Validate and normalize product data across SKUs to ensure catalog consistency,4,inferred,12956,,0.4463,4.5,4.5,Green
anglera,3,Classify products into taxonomy categories using AI-based attribute extraction,4,inferred,22416,,0.3162,4.5,4.5,Green
anglera,4,Identify and resolve missing or incorrect product data fields across large catalogs,3,inferred,11405,,0.4733,4.5,4.0,Green
angstrom-ai,0,Simulate molecular interactions to predict drug candidate efficacy and safety,5,inferred,16814,,0.4906,4.5,3.0,Yellow
angstrom-ai,1,Replace wet lab solubility and binding experiments with physics-constrained AI models,5,inferred,16790,,0.353,4.5,2.5,Yellow
angstrom-ai,2,Predict physicochemical properties of drug candidates at wet-lab accuracy levels,5,inferred,16814,,0.4351,4.5,3.0,Yellow
angstrom-ai,3,Model multi-molecule interactions using generative AI trained on quantum physics,4,inferred,16814,,0.288,4.5,2.5,Yellow
angstrom-ai,4,Accelerate pre-clinical drug development timelines by eliminating experimental bottlenecks,4,inferred,16814,,0.4645,4.5,2.5,Yellow
angstrom-ai,5,Validate drug candidate properties against known experimental benchmarks computationally,3,inferred,16814,,0.5124,4.5,3.5,Green
answerthis,0,Search and retrieve the most relevant scientific literature for research queries,5,inferred,14744,,0.4367,4.0,4.5,Green
answerthis,1,Synthesize answers to complex scientific questions with citations from academic papers,5,inferred,14744,,0.3643,3.5,3.5,Green
answerthis,2,Map connections between research ideas across published scientific literature,4,inferred,8956,,0.4314,3.5,3.5,Green
answerthis,3,Identify research gaps and emerging trends within a scientific domain,4,inferred,8955,,0.5385,3.0,3.0,Yellow
answerthis,4,Draft literature review sections based on organized research materials,4,inferred,3970,,0.5589,4.0,4.0,Green
answerthis,5,Organize and maintain a searchable personal library of research materials,3,inferred,12960,,0.5272,4.5,4.5,Green
anthrogen,0,Generate novel protein sequences with specified functional properties using foundation models,5,inferred,16788,,0.435,3.0,3.5,Green
anthrogen,1,Design therapeutic peptides and proteins targeting defined biological mechanisms,5,inferred,16814,,0.3546,2.0,2.5,Low-Priority
anthrogen,2,Predict protein structure and function from sequence to accelerate engineering cycles,5,inferred,16791,,0.4579,4.0,4.5,Green
anthrogen,3,Identify candidate enzyme sequences optimized for industrial catalysis applications,4,inferred,16791,,0.3827,3.5,3.5,Green
anthrogen,4,Validate generated protein designs against known structural and functional constraints,4,inferred,16814,,0.5235,4.0,3.5,Green
anto-biosciences,0,Predict drug toxicity outcomes across diverse patient populations using microbiome models,5,inferred,16795,,0.383,3.5,2.5,Yellow
anto-biosciences,1,Model gut microbiome community dynamics to forecast drug efficacy before clinical trials,5,inferred,16795,,0.3226,3.5,2.5,Yellow
anto-biosciences,2,Identify microbiome-related causes of drug failure to guide compound reformulation,5,inferred,15598,,0.3386,3.5,2.5,Yellow
anto-biosciences,3,Generate population-stratified drug efficacy predictions accounting for microbiome variability,4,inferred,16814,,0.4003,3.5,2.5,Yellow
apolink,0,Relay satellite communications continuously via low Earth orbit inter-satellite links,5,inferred,19010,,0.1717,4.5,4.0,Green
apolink,1,Route data across hybrid RF and optical inter-satellite link networks,5,inferred,19004,,0.3685,4.5,3.5,Green
apolink,2,Provide interoperable connectivity services to satellite operators across industries,4,inferred,15889,,0.493,3.5,3.0,Yellow
apolink,3,Maintain real-time continuous coverage by managing satellite relay handoffs,4,inferred,1321,,0.3486,4.5,3.5,Green
apolink,4,Reduce latency for satellite-to-ground communications through optimized link routing,3,inferred,18992,,0.263,4.5,3.5,Green
april,0,Manage and respond to emails on behalf of users through voice-driven AI interaction,5,inferred,14713,,0.5388,3.0,3.5,Green
april,1,"Schedule, reschedule, and cancel calendar events based on spoken user instructions",5,inferred,2800,,0.5955,4.0,4.5,Green
april,2,Summarize email inbox contents and highlight priority messages for executive attention,4,inferred,22625,,0.3282,4.5,4.5,Green
april,3,Compose and send emails on behalf of users using voice-specified content and recipients,4,inferred,14713,,0.4251,3.5,4.0,Green
april,4,Coordinate meeting scheduling across participants by managing calendar availability checks,4,inferred,2800,,0.6746,4.0,4.0,Green
apten,0,"Engage inbound leads via SMS, voice, email, and webchat simultaneously",5,inferred,19010,,0.3812,4.0,4.5,Green
apten,1,Nurture prospects through personalized follow-up sequences across multiple channels,5,inferred,16179,,0.3174,4.0,4.5,Green
apten,2,Qualify leads based on responses and route high-intent prospects to sales teams,4,inferred,3233,,0.5095,3.5,3.5,Green
apten,3,Respond to prospect inquiries in real time without human agent involvement,4,inferred,4622,,0.4859,4.0,4.5,Green
apten,4,Track lead engagement history across channels to inform outreach sequencing,3,inferred,18924,,0.4358,4.5,4.5,Green
aqua-voice,0,Transcribe spoken audio into text and insert it into any active application,5,inferred,9413,,0.4166,4.0,4.5,Green
aqua-voice,1,Detect the active text input field and route transcribed text accurately,5,inferred,1777,,0.3515,4.5,4.0,Green
aqua-voice,2,Convert speech to text with low latency under 500 milliseconds per insertion,5,inferred,22655,,0.3266,4.5,4.5,Green
aqua-voice,3,Apply contextual language correction to improve transcription accuracy automatically,4,inferred,9414,,0.501,4.0,4.5,Green
aravolta,0,Monitor data center hardware assets continuously to detect failures and performance anomalies,5,inferred,14675,,0.5576,4.5,4.0,Green
aravolta,1,Detect hotspots and thermal issues across data center infrastructure in real time,5,inferred,18989,,0.4493,4.5,4.0,Green
aravolta,2,Generate reports on Power Usage Effectiveness and energy metering metrics,4,inferred,18156,,0.6226,5.0,4.5,Green
aravolta,3,Onboard and inventory all data center assets automatically within a single hour,4,inferred,15897,,0.3601,4.5,3.0,Yellow
aravolta,4,"Track resource utilization across compute, storage, and networking infrastructure",4,inferred,18989,,0.5715,4.5,4.5,Green
aravolta,5,"Provide a unified dashboard view of data center health, performance, and cost metrics",3,inferred,11261,,0.4617,4.5,4.5,Green
arcane,0,Generate playable game environments and mechanics from natural language descriptions,5,inferred,16217,,0.53,3.0,3.0,Yellow
arcane,1,"Create game characters, assets, and storylines using AI generation tools",5,inferred,16217,,0.5796,2.5,3.5,Red
arcane,2,Publish user-created games to a shared platform for others to play,4,inferred,16217,,0.4105,4.0,4.0,Green
arcane,3,Adapt game difficulty and content dynamically based on player behavior,3,inferred,16199,,0.3585,3.5,3.5,Green
archil,0,Mount S3 buckets as local file systems for high-speed application data access,5,inferred,5319,,0.3057,4.0,4.5,Green
archil,1,Accelerate AI and analytics workload data access by eliminating transfer bottlenecks,5,inferred,8954,,0.4717,4.5,4.0,Green
archil,2,Enable instant access to large datasets and model versions without local storage limits,4,inferred,16135,,0.3478,4.5,4.5,Green
archil,3,Share dataset and model versions across research teams using a unified storage layer,3,inferred,16135,,0.4216,4.0,4.0,Green
archilabs,0,Generate architectural design iterations from natural language prompts and constraints,5,inferred,136,,0.5255,3.5,3.5,Green
archilabs,1,Produce floor plans and building layouts based on programmatic requirements,5,inferred,20486,,0.606,3.5,3.0,Yellow
archilabs,2,Iterate on design options rapidly to support client review and feedback cycles,4,inferred,1418,,0.536,4.0,3.5,Green
archilabs,3,Apply building code and zoning constraints to generated design proposals,4,inferred,21920,,0.6405,4.5,3.0,Yellow
archilabs,4,Export design files in formats compatible with standard architecture workflows,3,inferred,136,,0.4632,4.5,4.5,Green
archon,0,Automate FedRAMP compliance documentation preparation to accelerate federal authorization timelines,5,inferred,18037,,0.5009,4.5,3.5,Green
archon,1,Guide software companies through federal compliance requirements to reduce FedRAMP timeline from 16 to 6 months,5,inferred,14658,,0.4601,4.0,3.0,Yellow
archon,2,Generate and maintain security control documentation required for federal software sales clearance,4,inferred,14647,,0.5374,4.5,4.0,Green
archon,3,Reduce compliance costs for software vendors pursuing government contracts by automating audit workflows,4,inferred,14647,,0.5178,4.5,3.5,Green
archon,4,Map existing software security posture to FedRAMP control requirements and identify gaps,3,inferred,1319,,0.456,4.5,4.0,Green
arcten,0,Embed AI copilot interfaces directly into existing software products via developer APIs,5,inferred,136,,0.3402,4.0,3.5,Green
arcten,1,Process natural language requests to execute complex multi-step product workflows,5,inferred,1276,,0.4734,3.5,3.5,Green
arcten,2,Connect AI copilots to company knowledge bases and internal data sources,4,inferred,16146,,0.5042,4.0,3.5,Green
arcten,3,Track and report on AI copilot usage and performance metrics across deployments,3,inferred,14654,,0.3965,4.5,4.5,Green
arcten,4,Configure and deploy conversational AI assistants within third-party applications,4,inferred,16200,,0.3526,4.0,4.0,Green
ares-industries,0,Design and manufacture low-cost precision cruise missile airframes for defense applications,5,inferred,1477,,0.3382,3.0,1.5,Yellow
ares-industries,1,Integrate guidance and propulsion systems into affordable long-range strike munitions,5,inferred,20726,,0.2825,3.0,1.5,Yellow
ares-industries,2,Deliver strike capability at unit costs significantly below existing cruise missile alternatives,4,inferred,2705,,0.2927,3.0,1.5,Yellow
argil,0,Generate short-form video content for creators and brands using AI models,5,inferred,20321,,0.4193,3.0,4.0,Green
argil,1,Produce AI-generated video at scale to support creator economy publishing workflows,5,inferred,22522,,0.4656,4.0,4.0,Green
argil,2,Render consistent visual content aligned with creator brand identity,4,inferred,299,,0.3277,3.5,3.5,Green
argon-ai-inc,0,Answer complex biopharma competitive intelligence questions using natural language queries,5,inferred,16783,,0.3836,4.0,4.0,Green
argon-ai-inc,1,Aggregate and analyze clinical trial data to support drug development decision-making,5,inferred,16283,,0.529,3.5,3.5,Green
argon-ai-inc,2,Map competitive treatment landscapes for specific therapeutic indications and disease areas,4,inferred,16252,,0.4098,3.5,4.0,Green
argon-ai-inc,3,Summarize regulatory filings and approval histories for specified drug programs,4,inferred,15614,,0.5649,4.5,4.5,Green
argon-ai-inc,4,Automate manual research workflows to accelerate pharma market analysis from months to minutes,4,inferred,16186,,0.4721,5.0,3.5,Green
argon-ai-inc,5,Monitor healthcare and clinical trial databases for updates relevant to user portfolios,3,inferred,18088,,0.5375,4.5,4.5,Green
